valid;avgcosts;avgcosts1;avgcosts12;avgcosts2;goodorder;goodorder1;goodorder12;goodorder2;isbdcount;isbdcount1;isbdcount12;isbdcount2;matchcount;matchcount1;matchcount12;matchcount2;matchrate;matchrate1;matchrate12;matchrate2;
0.0;2.53014507345007;3.5;2.53014507345007;2.53014507345007;0.599749438784727;-0.0;0.599749438784727;0.599749438784727;31.0;1.0;31.0;31.0;47.0;0.0;47.0;47.0;1.51612903225806;0.0;1.51612903225806;1.51612903225806;
1.0;1.76529989873128;1.8674562263144;1.80642696713349;1.80642696713349;0.74469847175464;0.920272417208473;0.777191594230951;0.754891730190839;22.0;2.0;14.0;14.0;36.0;3.0;24.0;24.0;1.63636363636364;1.5;1.71428571428571;1.71428571428571;
0.0;2.92389858064822;3.29276577396432;2.92389858064822;2.92389858064822;0.275893501158471;0.3;0.275893501158471;0.380427266390469;9.0;2.0;9.0;9.0;3.0;1.0;3.0;3.0;0.333333333333333;0.5;0.333333333333333;0.333333333333333;
1.0;1.87723970473662;1.78307889759233;1.48994517726243;1.39316616067085;0.708574827504651;0.816349366374439;0.732567948779102;0.720831470140107;37.0;4.0;22.0;19.0;21.0;3.0;15.0;14.0;0.567567567567568;0.75;0.681818181818182;0.736842105263158;
1.0;1.83022431879634;0.908708874763871;1.69770748815202;1.80842787717982;0.726040750268664;0.93086207707743;0.780007393963879;0.764999142234147;25.0;3.0;20.0;18.0;29.0;4.0;26.0;24.0;1.16;1.33333333333333;1.3;1.33333333333333;
1.0;2.75633656019844;3.05058985682831;2.76381017887078;2.74967900109307;0.578256217548144;0.692976068690147;0.575029176333634;0.547406118369987;75.0;3.0;49.0;49.0;70.0;4.0;42.0;41.0;0.933333333333333;1.33333333333333;0.857142857142857;0.836734693877551;
0.0;3.15287255358217;3.3233621651897;3.12899180923639;3.12899180923639;0.398168713020238;0.0405460431263727;0.402521406777553;0.46285063405275;21.0;3.0;17.0;17.0;21.0;2.0;19.0;19.0;1.0;0.666666666666667;1.11764705882353;1.11764705882353;
0.0;2.8506673680976;3.5;2.8506673680976;2.8506673680976;0.531536145134558;-0.0;0.531536145134558;0.531536145134558;36.0;2.0;36.0;35.0;43.0;0.0;43.0;43.0;1.19444444444444;0.0;1.19444444444444;1.22857142857143;
1.0;1.92692000595277;1.70348110734425;1.92692000595277;1.92692000595277;0.790606029863782;0.874881543189903;0.790606029863782;0.791973924658367;11.0;2.0;11.0;11.0;20.0;4.0;20.0;20.0;1.81818181818182;2.0;1.81818181818182;1.81818181818182;
0.0;2.52532085175972;3.5;2.52532085175972;2.52532085175972;0.561964871112559;-0.0;0.561964871112559;0.561964871112559;32.0;2.0;31.0;31.0;23.0;0.0;23.0;23.0;0.71875;0.0;0.741935483870968;0.741935483870968;
1.0;2.66334655017959;2.42648015614486;2.70860845192828;2.9907367477117;0.574195182811678;0.3;0.066825970694477;0.3;36.0;2.0;5.0;3.0;22.0;2.0;4.0;2.0;0.611111111111111;1.0;0.8;0.666666666666667;
0.0;2.45076313168995;3.5;2.55082476774529;2.55082476774529;0.556380735143581;-0.0;0.567304576079668;0.567304576079668;39.0;3.0;28.0;28.0;18.0;0.0;13.0;13.0;0.461538461538462;0.0;0.464285714285714;0.464285714285714;
0.0;2.71650476431978;3.5;2.71650476431978;2.71650476431978;0.601222406589525;-0.0;0.601222406589525;0.601222406589525;12.0;2.0;12.0;12.0;13.0;0.0;13.0;13.0;1.08333333333333;0.0;1.08333333333333;1.08333333333333;
0.0;2.68680350127403;3.5;2.74444832104911;2.74444832104911;0.54957426670798;-0.0;0.572521191218277;0.572521191218277;52.0;2.0;29.0;28.0;18.0;0.0;9.0;9.0;0.346153846153846;0.0;0.310344827586207;0.321428571428571;
0.0;2.95468016374783;3.5;2.95468016374783;2.95468016374783;0.461259049214869;-0.0;0.461259049214869;0.461259049214869;27.0;3.0;27.0;25.0;10.0;0.0;10.0;10.0;0.37037037037037;0.0;0.37037037037037;0.4;
0.0;3.12620022180183;2.64123447996486;3.18829627382821;3.21434683544075;0.546617595923217;0.3;0.504762803143367;0.493452761072686;53.0;2.0;37.0;35.0;35.0;1.0;22.0;21.0;0.660377358490566;0.5;0.594594594594595;0.6;
1.0;1.87557170675298;1.76011442464072;1.87557170675298;1.87557170675298;0.669710319447451;0.827501495759632;0.669710319447451;0.703948255789051;17.0;5.0;17.0;17.0;19.0;3.0;19.0;19.0;1.11764705882353;0.6;1.11764705882353;1.11764705882353;
1.0;2.30857449120102;1.04850959816034;2.09099667809008;2.2213075630813;0.486709268730812;0.3;0.506672633654458;0.463662494466642;48.0;2.0;25.0;23.0;17.0;1.0;9.0;8.0;0.354166666666667;0.5;0.36;0.347826086956522;
0.0;2.63726788369063;2.78311929744236;2.63726788369063;2.34556505618715;0.733850962356769;0.3;0.733850962356769;0.3;18.0;2.0;12.0;10.0;3.0;2.0;3.0;1.0;0.166666666666667;1.0;0.25;0.1;
1.0;2.72788997130877;2.72788997130877;3.5;3.5;0.597941140346956;0.597941140346956;0.3;0.3;13.0;13.0;0.0;0.0;13.0;13.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0;2.68643946902573;2.68643946902573;3.5;3.5;0.55913952070808;0.55913952070808;0.3;0.3;18.0;18.0;0.0;0.0;10.0;10.0;0.0;0.0;0.555555555555556;0.555555555555556;0.0;0.0;
1.0;1.9322335704581;3.05243475887371;1.93341542528722;1.37390575849398;0.515993494577329;0.3;0.562142310397467;0.414253704662395;20.0;2.0;6.0;4.0;21.0;2.0;6.0;4.0;1.05;1.0;1.0;1.0;
1.0;2.06915228231773;2.18714600916145;2.06915228231773;2.06007584179129;0.673746950033633;0.3;0.673746950033633;0.664197452283972;35.0;2.0;35.0;33.0;28.0;2.0;28.0;26.0;0.8;1.0;0.8;0.787878787878788;
1.0;2.42212809084334;2.41974723347238;2.34342494808717;2.28138823096893;0.539725182240256;0.863284371630512;0.558595570152044;0.539707685709705;40.0;4.0;30.0;27.0;47.0;4.0;35.0;33.0;1.175;1.0;1.16666666666667;1.22222222222222;
0.0;2.53134814472131;2.61925622876035;2.61925622876035;3.5;0.482051454629434;0.3;0.3;-0.0;14.0;2.0;4.0;2.0;8.0;2.0;2.0;0.0;0.571428571428571;1.0;0.5;0.0;
0.0;2.89535289954557;3.5;2.89535289954557;2.89535289954557;0.580248152357019;-0.0;0.580248152357019;0.580248152357019;29.0;2.0;28.0;28.0;20.0;0.0;20.0;20.0;0.689655172413793;0.0;0.714285714285714;0.714285714285714;
0.0;2.80627707305255;2.99118696441914;2.80627707305255;2.80627707305255;0.477179893892344;0.674242919423846;0.477179893892344;0.443838368596953;23.0;3.0;23.0;23.0;20.0;2.0;20.0;20.0;0.869565217391304;0.666666666666667;0.869565217391304;0.869565217391304;
1.0;2.18615177986933;0.966658494959098;2.11224945099085;2.22680854659402;0.55046249703299;0.3;0.601454142423652;0.57778020736328;26.0;3.0;22.0;19.0;12.0;1.0;11.0;10.0;0.461538461538462;0.333333333333333;0.5;0.526315789473684;
0.0;2.83067210857148;2.70736987879361;2.75834019597449;2.80931051315537;0.444373629131102;0.3;0.0966050871287886;0.3;13.0;2.0;5.0;3.0;13.0;2.0;4.0;2.0;1.0;1.0;0.8;0.666666666666667;
1.0;2.49183014717456;2.48907261531594;2.80545624223113;3.43822349606153;0.705542089038986;0.3;0.0505791235293912;0.3;42.0;2.0;4.0;2.0;59.0;2.0;3.0;1.0;1.4047619047619;1.0;0.75;0.5;
1.0;2.82691892850737;2.90512993885241;2.91613630529856;2.97942291236391;0.527270671481516;0.532703530524124;0.526233006128346;0.641713507302393;59.0;36.0;40.0;4.0;37.0;23.0;27.0;4.0;0.627118644067797;0.638888888888889;0.675;1.0;
1.0;2.69034544201722;3.5;2.64528987562267;2.64528987562267;0.485285178842776;-0.0;0.454381346618226;0.454381346618226;51.0;3.0;39.0;36.0;15.0;0.0;12.0;12.0;0.294117647058824;0.0;0.307692307692308;0.333333333333333;
1.0;2.59223421601025;2.10210963488493;2.09579657497522;2.08948351506551;0.545894080451238;0.3;0.0587025471119341;0.0505791235293912;19.0;2.0;5.0;3.0;22.0;2.0;4.0;2.0;1.15789473684211;1.0;0.8;0.666666666666667;
0.0;2.96140145872338;3.5;3.07350775644887;3.07350775644887;0.589558848201522;-0.0;0.52995360421164;0.52995360421164;75.0;3.0;57.0;54.0;33.0;0.0;15.0;15.0;0.44;0.0;0.263157894736842;0.277777777777778;
1.0;2.26580976880426;2.84438377094609;2.84438377094609;3.5;0.850217297910939;0.3;0.3;-0.0;6.0;2.0;4.0;2.0;3.0;2.0;2.0;0.0;0.5;1.0;0.5;0.0;
0.0;2.63757774122642;3.22249148651999;2.56515291456767;2.505394862572;0.576494469588299;0.640468354956367;0.563899692876577;0.557529883721918;69.0;4.0;46.0;44.0;69.0;4.0;48.0;44.0;1.0;1.0;1.04347826086957;1.0;
0.0;3.10944166726207;3.07168633886139;3.17175541382477;3.18009450340505;0.378785607968053;0.3;0.329074270565487;0.296245907088072;46.0;2.0;35.0;34.0;21.0;1.0;13.0;12.0;0.456521739130435;0.5;0.371428571428571;0.352941176470588;
1.0;2.72999900404522;2.72999900404522;3.5;3.5;0.581002684222233;0.581002684222233;0.3;0.3;17.0;17.0;0.0;0.0;15.0;15.0;0.0;0.0;0.882352941176471;0.882352941176471;0.0;0.0;
1.0;2.46097787990277;2.36671896677953;2.39970750576434;3.07047446512206;0.665451434831229;0.628072781259773;0.629344684780886;0.653726468129586;67.0;44.0;47.0;3.0;91.0;61.0;64.0;3.0;1.35820895522388;1.38636363636364;1.36170212765957;1.0;
0.0;2.92075206544142;3.5;2.91930170320804;2.91930170320804;0.407572144747741;-0.0;0.380132918692467;0.380132918692467;31.0;2.0;28.0;26.0;16.0;0.0;14.0;14.0;0.516129032258065;0.0;0.5;0.538461538461538;
0.0;2.83074816016678;3.5;2.83074816016678;2.83074816016678;0.572629007426924;-0.0;0.572629007426924;0.572629007426924;21.0;2.0;21.0;21.0;25.0;0.0;25.0;25.0;1.19047619047619;0.0;1.19047619047619;1.19047619047619;
0.0;3.34659129499612;3.43763424360645;3.34659129499612;3.34659129499612;0.34905201661518;0.3;0.34905201661518;0.248576172323584;16.0;2.0;16.0;16.0;4.0;1.0;4.0;4.0;0.25;0.5;0.25;0.25;
0.0;3.05772506562857;3.23909332622982;3.10729925691066;3.10455354713317;0.491410068981975;0.3;0.453895142556086;0.466501159750105;74.0;2.0;54.0;52.0;65.0;1.0;49.0;48.0;0.878378378378378;0.5;0.907407407407407;0.923076923076923;
1.0;2.50788435670272;2.50788435670272;3.5;3.5;0.513638313524019;0.513638313524019;0.3;0.3;10.0;10.0;0.0;0.0;10.0;10.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0;2.81267760510188;3.5;2.81267760510188;2.81267760510188;0.418396277062183;-0.0;0.418396277062183;0.418396277062183;14.0;2.0;14.0;14.0;11.0;0.0;11.0;11.0;0.785714285714286;0.0;0.785714285714286;0.785714285714286;
1.0;2.31800953994892;1.27453410777315;2.31800953994892;2.27119032392499;0.700714211602999;0.887620230446085;0.700714211602999;0.68020420885771;18.0;4.0;18.0;18.0;22.0;3.0;22.0;21.0;1.22222222222222;0.75;1.22222222222222;1.16666666666667;
1.0;2.67828677825905;2.46721911466848;2.67828677825905;2.6844946507176;0.732675522615274;0.3;0.732675522615274;0.728029731181267;37.0;3.0;37.0;36.0;35.0;1.0;35.0;34.0;0.945945945945946;0.333333333333333;0.945945945945946;0.944444444444444;
1.0;1.93585399296651;0.618981636998525;1.86371345393217;1.91682965985641;0.763117470174704;0.957015896793175;0.756366807756798;0.71045991787779;17.0;2.0;14.0;14.0;17.0;4.0;14.0;12.0;1.0;2.0;1.0;0.857142857142857;
1.0;2.49741293172191;1.82172932642427;2.41762332533412;2.41762332533412;0.633948726318473;0.858163932856395;0.67023648910819;0.663059187067764;48.0;4.0;43.0;43.0;45.0;3.0;38.0;38.0;0.9375;0.75;0.883720930232558;0.883720930232558;
0.0;3.01952865606449;3.5;3.01952865606449;3.01952865606449;0.496428290124613;-0.0;0.496428290124613;0.496428290124613;31.0;4.0;31.0;31.0;12.0;0.0;12.0;12.0;0.387096774193548;0.0;0.387096774193548;0.387096774193548;
1.0;2.37110189941066;1.91724961589207;2.37110189941066;2.32191623906556;0.622975135787857;0.3;0.622975135787857;0.610460962388273;14.0;2.0;14.0;14.0;18.0;2.0;18.0;16.0;1.28571428571429;1.0;1.28571428571429;1.14285714285714;
0.0;3.10779513138816;3.5;3.10779513138816;3.10779513138816;0.370046648367861;-0.0;0.370046648367861;0.370046648367861;14.0;3.0;14.0;14.0;3.0;0.0;3.0;3.0;0.214285714285714;0.0;0.214285714285714;0.214285714285714;
1.0;1.40456199378486;1.40456199378486;3.5;3.5;0.818553779123602;0.818553779123602;0.3;0.3;50.0;50.0;0.0;0.0;79.0;79.0;0.0;0.0;1.58;1.58;0.0;0.0;
0.0;2.70987797557513;2.68580868915889;2.6968173891873;2.82892178952824;0.552343490300157;0.599200360950071;0.565938817127218;0.0966050871287886;43.0;23.0;26.0;3.0;41.0;24.0;26.0;2.0;0.953488372093023;1.04347826086957;1.0;0.666666666666667;
0.0;2.77276380780491;2.74956761674129;2.74397794472498;2.7300037646842;0.566675965613402;0.526164596599954;0.557469894677182;0.685214329529414;35.0;22.0;27.0;5.0;24.0;15.0;21.0;6.0;0.685714285714286;0.681818181818182;0.777777777777778;1.2;
1.0;1.63780365834147;0.892836152045665;1.63780365834147;1.64116791068027;0.88434768924421;0.901958359734483;0.88434768924421;0.852086660098235;31.0;3.0;31.0;31.0;50.0;6.0;50.0;49.0;1.61290322580645;2.0;1.61290322580645;1.58064516129032;
0.0;2.86252770825648;3.2614683167129;2.84028219675898;2.74668528121367;0.346261788226813;0.159390991468909;0.279336142406222;0.326829759927517;34.0;6.0;26.0;20.0;16.0;2.0;11.0;9.0;0.470588235294118;0.333333333333333;0.423076923076923;0.45;
0.0;2.96738748850842;2.75669965876746;3.09655990726481;3.43642015576217;0.460154342609784;0.3;0.339266400542389;0.627953677555387;25.0;2.0;6.0;4.0;10.0;2.0;4.0;2.0;0.4;1.0;0.666666666666667;0.5;
1.0;1.74573262379986;1.22919800857869;1.55623623031891;1.57577194051138;0.843513225353016;0.928525196192077;0.880930934681894;0.878942034803142;22.0;3.0;14.0;12.0;34.0;5.0;22.0;19.0;1.54545454545455;1.66666666666667;1.57142857142857;1.58333333333333;
1.0;2.36770381315744;2.53214121811172;2.0551654935257;2.02790973783507;0.707150687022059;0.3;0.690322652077386;0.720012970238477;36.0;3.0;27.0;25.0;56.0;2.0;37.0;35.0;1.55555555555556;0.666666666666667;1.37037037037037;1.4;
0.0;1.93408825226792;3.5;1.93408825226792;1.93408825226792;0.780120342869864;-0.0;0.780120342869864;0.780120342869864;20.0;2.0;18.0;18.0;5.0;0.0;5.0;5.0;0.25;0.0;0.277777777777778;0.277777777777778;
0.0;2.85232727808449;3.07805567108415;2.76063500036442;2.66994338015878;0.589332560454903;0.681216102614554;0.639887449472252;0.632486966202006;18.0;3.0;16.0;13.0;22.0;4.0;18.0;14.0;1.22222222222222;1.33333333333333;1.125;1.07692307692308;
1.0;1.5429468094866;3.5;1.4542880692879;1.4542880692879;0.828627628372624;-0.0;0.3;0.3;17.0;2.0;4.0;2.0;17.0;0.0;1.0;1.0;1.0;0.0;0.25;0.5;
0.0;2.95414875289804;3.5;2.95414875289804;2.95414875289804;0.526494266102928;-0.0;0.526494266102928;0.526494266102928;16.0;4.0;16.0;16.0;7.0;0.0;7.0;7.0;0.4375;0.0;0.4375;0.4375;
1.0;2.19958809488496;2.32947542952264;2.06954728690021;1.98290457269273;0.651991455940149;0.3;0.562635249157032;0.810539888388309;34.0;2.0;5.0;3.0;38.0;2.0;8.0;6.0;1.11764705882353;1.0;1.6;2.0;
0.0;2.93754878291442;1.85375489318696;1.85375489318696;3.5;0.410376473072454;0.3;0.3;-0.0;26.0;2.0;4.0;2.0;14.0;2.0;2.0;0.0;0.538461538461538;1.0;0.5;0.0;
0.0;2.88329325466798;2.95893534779467;2.88329325466798;2.48617226575287;0.398378862044708;0.393501280570529;0.398378862044708;0.70565287325901;27.0;22.0;27.0;5.0;25.0;21.0;25.0;4.0;0.925925925925926;0.954545454545455;0.925925925925926;0.8;
1.0;2.03788862800877;3.4111082224521;2.00724477753066;1.98345048185403;0.735173241230357;0.3;0.750655128476093;0.750876335866603;67.0;2.0;59.0;57.0;69.0;1.0;60.0;59.0;1.02985074626866;0.5;1.01694915254237;1.03508771929825;
1.0;2.85248097963949;3.11747290535551;2.85248097963949;2.85248097963949;0.703581556227069;0.675352027734554;0.703581556227069;0.705121052521655;28.0;3.0;28.0;28.0;50.0;5.0;50.0;50.0;1.78571428571429;1.66666666666667;1.78571428571429;1.78571428571429;
1.0;2.49800205520317;2.30250228391914;2.4819553860077;2.50887335132099;0.576637240017612;0.807660432206936;0.595627414549811;0.620613878708875;50.0;3.0;29.0;26.0;36.0;3.0;23.0;20.0;0.72;1.0;0.793103448275862;0.769230769230769;
0.0;2.79045303248544;2.70417066576126;2.73862087123101;2.91087189857973;0.642174347065795;0.39587814749037;0.436877751908855;0.3;45.0;21.0;24.0;3.0;24.0;10.0;12.0;2.0;0.533333333333333;0.476190476190476;0.5;0.666666666666667;
0.0;2.43856163534747;3.5;2.43856163534747;2.43856163534747;0.728404999104438;-0.0;0.742271105717719;0.742271105717719;18.0;3.0;15.0;15.0;10.0;0.0;10.0;10.0;0.555555555555556;0.0;0.666666666666667;0.666666666666667;
0.0;2.76276848803252;3.34864711097312;2.76276848803252;2.69767086326134;0.495006100808089;0.3;0.495006100808089;0.478672527846688;27.0;2.0;27.0;25.0;20.0;2.0;20.0;18.0;0.740740740740741;1.0;0.740740740740741;0.72;
0.0;3.09565695143896;3.5;2.58060831968538;2.58060831968538;0.401838630823046;-0.0;0.3;0.3;16.0;3.0;12.0;12.0;3.0;0.0;1.0;1.0;0.1875;0.0;0.0833333333333333;0.0833333333333333;
1.0;2.22665920836439;0.919133722178683;1.7598561817092;1.79076516522032;0.618451036148649;0.933828747155128;0.684699109077855;0.639639515218398;44.0;2.0;32.0;31.0;21.0;2.0;11.0;10.0;0.477272727272727;1.0;0.34375;0.32258064516129;
1.0;2.43591965041258;2.32426741096374;2.43591965041258;2.407031116962;0.625975479829202;0.68273361626034;0.625975479829202;0.616206243252786;25.0;3.0;25.0;25.0;36.0;3.0;36.0;34.0;1.44;1.0;1.44;1.36;
1.0;2.83076702293651;1.8730133789978;2.72051707747404;2.72051707747404;0.482448263154561;0.3;0.560542722661527;0.529522658317344;41.0;2.0;25.0;24.0;30.0;2.0;16.0;16.0;0.731707317073171;1.0;0.64;0.666666666666667;
0.0;2.82359211521521;2.76414764254164;2.61442505064557;2.38984116280145;0.593283635642452;0.708431486927217;0.740549954564061;0.3;38.0;2.0;6.0;4.0;27.0;3.0;5.0;2.0;0.710526315789474;1.5;0.833333333333333;0.5;
0.0;2.96359159486112;3.45428022837895;3.03405644216155;3.03405644216155;0.434447678139691;0.3;0.404897175282794;0.393285997296036;39.0;3.0;35.0;33.0;33.0;1.0;29.0;29.0;0.846153846153846;0.333333333333333;0.828571428571429;0.878787878787879;
0.0;3.1141331792309;2.73225478096799;2.86244315668071;3.25300828381887;0.543290575933273;0.738244365961754;0.703331067570814;0.3;47.0;2.0;4.0;2.0;40.0;3.0;4.0;1.0;0.851063829787234;1.5;1.0;0.5;
1.0;1.84755038731741;1.84755038731741;1.84755038731741;3.5;0.56219774792502;0.56219774792502;0.56219774792502;-0.0;48.0;43.0;48.0;5.0;24.0;24.0;24.0;0.0;0.5;0.558139534883721;0.5;0.0;
0.0;2.85076728412685;1.79176328023501;2.85076728412685;3.27436888568359;0.46048960696591;0.771800458962988;0.46048960696591;0.349082195764635;30.0;4.0;30.0;26.0;14.0;4.0;14.0;10.0;0.466666666666667;1.0;0.466666666666667;0.384615384615385;
0.0;2.68503533368337;3.5;1.96098460774996;1.96098460774996;0.701762381723976;-0.0;0.790815629214868;0.790815629214868;29.0;3.0;9.0;7.0;12.0;0.0;3.0;3.0;0.413793103448276;0.0;0.333333333333333;0.428571428571429;
0.0;2.9351805554915;3.45292664343247;2.98246952926511;2.98246952926511;0.488012298370416;0.3;0.491766463445895;0.519967739715865;40.0;2.0;36.0;36.0;31.0;1.0;26.0;26.0;0.775;0.5;0.722222222222222;0.722222222222222;
1.0;2.57386365939187;3.5;2.57386365939187;2.57386365939187;0.552732191545545;-0.0;0.526167342541887;0.526167342541887;25.0;2.0;22.0;22.0;11.0;0.0;11.0;11.0;0.44;0.0;0.5;0.5;
0.0;3.13504783614904;3.18342173751695;3.1680227155217;3.16349359140545;0.36100774356999;0.353500529568889;0.323133686842849;0.337923950727143;45.0;3.0;37.0;34.0;29.0;5.0;22.0;17.0;0.644444444444444;1.66666666666667;0.594594594594595;0.5;
0.0;2.62734845565902;3.5;2.93868738814365;2.93868738814365;0.613582712650967;-0.0;0.484782930135249;0.484782930135249;40.0;2.0;13.0;13.0;20.0;0.0;6.0;6.0;0.5;0.0;0.461538461538462;0.461538461538462;
1.0;2.34759402614557;1.55010361775376;2.11173172688841;2.11173172688841;0.530195623080849;0.3;0.634485149643644;0.605135300450544;46.0;3.0;26.0;24.0;25.0;2.0;15.0;15.0;0.543478260869565;0.666666666666667;0.576923076923077;0.625;
1.0;0.901580796656905;0.735325218425098;0.901580796656905;0.898962666820723;0.911391874326728;0.935562506843129;0.911391874326728;0.907581713592226;16.0;2.0;16.0;15.0;21.0;3.0;21.0;20.0;1.3125;1.5;1.3125;1.33333333333333;
0.0;3.09416124983162;3.5;3.17236599513195;3.17236599513195;0.55938331781606;-0.0;0.66440937891987;0.66440937891987;17.0;2.0;11.0;9.0;11.0;0.0;7.0;7.0;0.647058823529412;0.0;0.636363636363636;0.777777777777778;
0.0;3.07306412131497;3.5;3.07306412131497;3.07306412131497;0.454466681643473;-0.0;0.454466681643473;0.454466681643473;16.0;2.0;16.0;14.0;9.0;0.0;9.0;9.0;0.5625;0.0;0.5625;0.642857142857143;
0.0;3.02991614221589;3.02176057670283;3.07678854270675;3.08366703845724;0.594583987921292;0.3;0.551094058287069;0.678731062077244;41.0;4.0;20.0;16.0;17.0;1.0;9.0;8.0;0.414634146341463;0.25;0.45;0.5;
0.0;2.99118018273409;2.99329968284945;2.99329968284945;3.5;0.513459319515572;0.3;0.3;-0.0;27.0;2.0;4.0;2.0;25.0;2.0;2.0;0.0;0.925925925925926;1.0;0.5;0.0;
1.0;2.9837793244607;0.308300457710653;2.9837793244607;2.9837793244607;0.628941388476311;0.3;0.628941388476311;0.588227062428609;18.0;2.0;18.0;17.0;10.0;1.0;10.0;10.0;0.555555555555556;0.5;0.555555555555556;0.588235294117647;
1.0;2.25568251075086;1.45414513348632;1.85023355660505;1.92450013593981;0.488755120541111;0.874378561996051;0.516010643612844;0.43476430298904;59.0;3.0;34.0;31.0;31.0;3.0;19.0;16.0;0.525423728813559;1.0;0.558823529411765;0.516129032258065;
1.0;2.45418178550741;3.27788809187637;2.45418178550741;2.45418178550741;0.698341982504923;0.664839317477695;0.698341982504923;0.700112900607858;25.0;2.0;25.0;25.0;28.0;3.0;28.0;28.0;1.12;1.5;1.12;1.12;
1.0;2.15109591408039;3.36108588332345;2.33970015274114;2.29106273699912;0.733646644930157;0.3;0.772194837208776;0.770510819447045;48.0;2.0;30.0;28.0;30.0;1.0;22.0;21.0;0.625;0.5;0.733333333333333;0.75;
1.0;2.3306560065958;2.30245570121251;2.3306560065958;2.44681155551893;0.708763531297484;0.709694103492226;0.708763531297484;0.444242508442092;40.0;32.0;40.0;14.0;61.0;53.0;61.0;13.0;1.525;1.65625;1.525;0.928571428571429;
1.0;2.63625234846311;2.29548196511515;2.63625234846311;3.0187957720179;0.436006897617823;0.543278920283988;0.474944644014753;0.648281372093012;17.0;12.0;15.0;4.0;10.0;6.0;10.0;4.0;0.588235294117647;0.5;0.666666666666667;1.0;
0.0;2.41994992840254;2.41994992840254;2.41994992840254;3.5;0.470974156842145;0.470974156842145;0.470974156842145;-0.0;23.0;21.0;23.0;2.0;15.0;15.0;15.0;0.0;0.652173913043478;0.714285714285714;0.652173913043478;0.0;
0.0;3.08067702892258;3.5;3.07615411521439;3.07615411521439;0.500187197614468;-0.0;0.648942401832277;0.648942401832277;24.0;2.0;20.0;19.0;6.0;0.0;4.0;4.0;0.25;0.0;0.2;0.210526315789474;
0.0;3.03624403817446;3.03624403817446;3.5;3.5;0.487505581176541;0.487505581176541;0.3;0.3;14.0;14.0;0.0;0.0;10.0;10.0;0.0;0.0;0.714285714285714;0.714285714285714;0.0;0.0;
1.0;1.91246984174981;1.97118737288692;1.91246984174981;1.91246984174981;0.773307587702909;0.811842610826123;0.773307587702909;0.781922533529667;14.0;2.0;14.0;14.0;16.0;3.0;16.0;16.0;1.14285714285714;1.5;1.14285714285714;1.14285714285714;
1.0;2.41928557405829;3.00696118277948;2.41928557405829;2.39577854970944;0.665727850380212;0.3;0.665727850380212;0.707857447161173;17.0;2.0;17.0;15.0;26.0;1.0;26.0;25.0;1.52941176470588;0.5;1.52941176470588;1.66666666666667;
0.0;3.08034092204047;3.5;3.28942183900846;3.28942183900846;0.597219368273719;-0.0;0.396173045775743;0.396173045775743;20.0;3.0;15.0;15.0;10.0;0.0;5.0;5.0;0.5;0.0;0.333333333333333;0.333333333333333;
0.0;3.10564544674202;3.39234443544955;3.25357062824513;3.23622390234458;0.406428385519315;0.3;0.473987783184366;0.541848085266015;36.0;3.0;26.0;24.0;13.0;1.0;9.0;8.0;0.361111111111111;0.333333333333333;0.346153846153846;0.333333333333333;
1.0;1.80356629132553;2.44067296543548;1.80356629132553;1.80356629132553;0.812043142898206;0.81895659005555;0.812043142898206;0.810497455303884;12.0;2.0;12.0;12.0;14.0;3.0;14.0;14.0;1.16666666666667;1.5;1.16666666666667;1.16666666666667;
0.0;2.94587211950524;3.5;2.93626997344746;2.93626997344746;0.49563229804646;-0.0;0.46760960092614;0.46760960092614;67.0;4.0;57.0;54.0;23.0;0.0;20.0;20.0;0.343283582089552;0.0;0.350877192982456;0.37037037037037;
0.0;2.93015346238718;2.35513213898582;2.91479516942046;3.19462668463778;0.582387716574879;0.3;0.712612347972572;0.3;82.0;2.0;6.0;4.0;56.0;1.0;3.0;2.0;0.682926829268293;0.5;0.5;0.5;
1.0;2.81446486269664;2.9506843576674;2.78983165132198;2.80033828040218;0.5847109507084;0.672407369769915;0.577755461884876;0.570760406909557;75.0;3.0;61.0;60.0;64.0;4.0;54.0;52.0;0.853333333333333;1.33333333333333;0.885245901639344;0.866666666666667;
1.0;2.16064691819209;2.30322417645124;2.16064691819209;2.16064691819209;0.751096711021659;0.3;0.751096711021659;0.734291841273063;22.0;3.0;22.0;20.0;17.0;2.0;17.0;17.0;0.772727272727273;0.666666666666667;0.772727272727273;0.85;
1.0;2.13806081240784;0.966469367304438;2.02303614536063;2.02303614536063;0.546561372639013;0.3;0.508000074453783;0.462896725115252;31.0;2.0;27.0;26.0;12.0;1.0;11.0;11.0;0.387096774193548;0.5;0.407407407407407;0.423076923076923;
1.0;1.53185795034686;3.5;1.36537410821532;1.36537410821532;0.537894094638302;-0.0;0.636991728469974;0.636991728469974;19.0;2.0;14.0;14.0;10.0;0.0;8.0;8.0;0.526315789473684;0.0;0.571428571428571;0.571428571428571;
1.0;1.43677830615955;2.17429406331267;1.43677830615955;1.31632526113327;0.675056145440831;0.0405460431263727;0.675056145440831;0.773846583117434;21.0;2.0;21.0;20.0;18.0;2.0;18.0;17.0;0.857142857142857;1.0;0.857142857142857;0.85;
